Site_Name,Paper_ID,Latitude,Longitude,Elevation,MAT,MAP,PAS,EXT,CMD,Tave_wt,Tave_sm,PPT_wt,PPT_sm,CE10_chr1_865732,CE10_chr1_1722642,CE10_chr1_4675850,CE10_chr1_12171428,CE10_chr1_13581631,CE10_chr1_17718772,CE10_chr1_32671779,CE10_chr1_36935204,CE10_chr1_36936794,CE10_chr1_36941008,CE10_chr1_38814297,CE10_chr1_38819336,CE10_chr1_38825189,CE10_chr1_40315346,CE10_chr1_41599144,CE10_chr1_41673992,CE10_chr1_41675430,CE10_chr1_41675448,CE10_chr1_41675470,CE10_chr1_41675824,CE10_chr1_41675929,CE10_chr1_41678501,CE10_chr1_41678524,CE10_chr1_44654688,CE10_chr2_2661768,CE10_chr2_2661862,CE10_chr2_6956638,CE10_chr2_6958404,CE10_chr2_6959630,CE10_chr2_6960253,CE10_chr2_13563156,CE10_chr2_22904891,CE10_chr2_37365683,CE10_chr2_39783336,CE10_chr2_40551025,CE10_chr2_41154260,CE10_chr2_51394314,CE10_chr2_51899790,CE10_chr2_53388916,CE10_chr2_53399591,CE10_chr2_53400478,CE10_chr2_53401321,CE10_chr3_6791956,CE10_chr3_10785844,CE10_chr3_14480566,CE10_chr3_15541494,CE10_chr3_18134809,CE10_chr3_21030630,CE10_chr3_22653589,CE10_chr3_23041587,CE10_chr3_23139061,CE10_chr3_24257330,CE10_chr3_42841832,CE10_chr3_48346120,CE10_chr4_9192728,CE10_chr4_9193464,CE10_chr4_9195003,CE10_chr4_45367078,CE10_chr5_5845675,CE10_chr5_6592466,CE10_chr5_8751850,CE10_chr5_9830836,CE10_chr5_9832794,CE10_chr5_9836990,CE10_chr5_9875595,CE10_chr5_9882430,CE10_chr5_9896272,CE10_chr5_9900611,CE10_chr5_9953812,CE10_chr5_9954252,CE10_chr5_11180046,CE10_chr5_41894183,CE10_chr5_41935919,CE10_chr5_51314141,CE10_chr6_257233,CE10_chr6_1416066,CE10_chr6_2638799,CE10_chr6_2752344,CE10_chr6_2755792,CE10_chr6_2755852,CE10_chr6_10140458,CE10_chr6_43994358,CE10_chr6_51193753,CE10_chr6_51194790,CE10_chr6_53301571,CE10_chr6_53332972,CE10_chr6_53832279,CE10_chr6_53832299,CE10_chr6_53833729,CE10_chr6_53835873,CE10_chr6_54174875,CE10_chr6_55633735,CE10_chr6_56804701,CE10_chr6_58952579,CE10_chr6_60334605,CE10_chr6_60718601,CE10_chr7_985535,CE10_chr7_986173,CE10_chr7_986719,CE10_chr7_987180,CE10_chr7_994007,CE10_chr7_994673,CE10_chr7_998986,CE10_chr7_1337233,CE10_chr7_1856331,CE10_chr7_2360636,CE10_chr7_2684373,CE10_chr7_4164614,CE10_chr7_4172139,CE10_chr7_9883449,CE10_chr7_10591619,CE10_chr7_11015414,CE10_chr7_15769730,CE10_chr7_23178958,CE10_chr7_28948567,CE10_chr7_28981283,CE10_chr7_29003536,CE10_chr7_29107369,CE10_chr7_29158559,CE10_chr7_29161404,CE10_chr7_29208220,CE10_chr7_29391174,CE10_chr7_29659045,CE10_chr7_29724587,CE10_chr7_29729519,CE10_chr7_30015050,CE10_chr7_30016447,CE10_chr7_30059557,CE10_chr7_30103040,CE10_chr7_30250512,CE10_chr7_30305796,CE10_chr7_30307553,CE10_chr7_30308993,CE10_chr7_30309817,CE10_chr7_30609338,CE10_chr7_30615814,CE10_chr7_30620527,CE10_chr7_30620833,CE10_chr7_30621013,CE10_chr7_30623199,CE10_chr7_30652811,CE10_chr7_30828465,CE10_chr7_30989065,CE10_chr7_30989213,CE10_chr7_30993871,CE10_chr7_30994029,CE10_chr7_32437131,CE10_chr7_32443349,CE10_chr7_32532317,CE10_chr7_39209611,CE10_chr7_39808984,CE10_chr7_39914579,CE10_chr7_39925591,CE10_chr7_39927083,CE10_chr7_39927324,CE10_chr7_39927553,CE10_chr7_39928890,CE10_chr7_40848773,CE10_chr7_45176171,CE10_chr8_67505,CE10_chr8_453177,CE10_chr8_453457,CE10_chr8_1300847,CE10_chr8_1673324,CE10_chr8_3972852,CE10_chr8_4186577,CE10_chr8_13515170,CE10_chr8_15704151,CE10_chr8_39532743,CE10_chr8_39535580,CE10_chr8_39558859,CE10_chr8_39564287,CE10_chr8_40080676,CE10_chr8_40341188,CE10_chr8_47752251,CE10_chr8_47952724
Bear Creek,43,40.43141,-123.98378,29,12.2,1266,10,36.9,508,7.8,16.6,606,26,1,0.5,1,0.4,1,1,0.9,0.9,0.9,0.875,0.625,0.7,0.8,0.6,0.5,0.375,0.3,0.3,0.3,0,0.3,0.3,0.3,1,0.9,0.8,0,0,0,0,1,1,1,0.1,1,1,0.25,0.2,1,0.9,0.9,0.9,1,0.7,1,0.5,0.8,0.8,0.4,0.5,0.4,0.625,1,1,0.5,0.4,0.5,1,0.7,0.75,1,1,1,0.8,1,1,0.6,1,1,1,0.9,0.3333333333333333,0.9,1,1,1,0.5,0.6,0.4,0.4,0.7,0,0.6,0.6,0,0,0,0,0,0,1,0.9,0.5,1,0,1,0.5,1,0.5,0.5,0.6,0.4,0.6,0.8,1,0.9,0.1,0.9,1,0.1,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.8,0.9,1,1,1,1,1,1,1,1,0.4,1,1,0.6,0.7,1,0.4,1,0,0,0,0,0,0.8,1,1,1
Trinity,44,40.65827,-122.91334,502,12.2,914,30,42.6,824,4.3,20.9,443,28,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0.5,0,1,1,1,1,0.75,0.75,0.75,1,1,1,0.75,1,0.75,0.5,1,1,1,0.75,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1,1,0.5,0.25,1,1,1,1,0,0.5,0.5,0.5,0.5,0.75,1,1,0,0.5,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0.75,1,1,1,1,1,1,1,0.75,0.75,1,0.5,0.75,0.75,1,0.75,1,1,0.5,1,0.75,0.75,1,1,0.75,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1,1,1,1,1,1,0,1,0,1,1,1,0.25,1,0.75,1,1,0,0.25,0.25,0.5,0.5,1,1,1,0.75
Slate Creek,45,41.25024,-123.64343,334,13.6,1457,17,43.6,726,6.7,21.1,692,38,0.625,0.75,1,0,1,1,0.6666666666666666,0.375,0.25,0.5,0.375,0.5,0.5,1,0.25,0.3333333333333333,0.25,0.25,0.25,0,0.375,0.25,0.25,1,0.75,0.75,0.75,0.625,0.75,0.625,1,1,1,0.125,0.625,0.5,0.625,0.125,1,0.8333333333333334,0.625,0.8333333333333334,0.875,0.375,1,0.5,0.75,0.75,0.875,0.75,0.75,0.625,0.625,1,0.875,0.75,0.75,1,1,1,0.75,0.875,0.875,0.875,0.875,0.875,0.625,1,0.875,1,0.75,0.625,0.875,1,1,1,0,0.875,0.75,0.75,0,0.25,0.875,0.75,0.625,0.25,0.5,0.5,0.75,0.5,1,0.5,0.5,0,0.25,1,0.875,0.875,0.75,0.25,0,0.3333333333333333,0.25,0.16666666666666666,1,1,0.125,0.875,1,0.25,0.25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.125,0.375,1,1,1,1,1,0.5,1,1,0.375,1,1,0.75,0.875,1,0.875,0.875,0,0.6666666666666666,0.5,0.375,0.375,1,1,1,1
Salmon River 2,46,41.2969,-123.36034,332,13.6,1182,26,44.5,802,5.2,22.4,582,29,0.5625,1,1,0.25,1,1,0.6875,0.42857142857142855,0.5,0.42857142857142855,0.75,0.75,0.8571428571428571,1,0.1875,0.625,0.5,0.5,0.5,0.6875,0.5625,0.8333333333333334,0.5625,1,0.5625,0.4375,0.875,0.8125,0.8571428571428571,0.8125,1,1,1,0.2857142857142857,0.6875,0.5714285714285714,0.4375,0.1875,1,0.875,0.875,0.875,0.9375,0.375,1,0.625,0.625,0.6875,0.75,0.75,0.8125,0.6875,0.125,1,0.8125,0.875,0.8125,1,1,0.875,0.75,0.9375,0.9375,0.75,0.875,0.9375,0.25,0.9375,0.875,0.8125,0.5,0.625,0.6875,1,1,1,0.3333333333333333,0.8125,0.75,0.8125,0.0625,0.125,0.625,0.875,0.6875,0.75,0.375,0.35714285714285715,0.6875,0.42857142857142855,0.9375,1,0.5,0.25,0.125,1,0.875,0.9375,0.9375,0.1875,0.4375,0.1875,0.3125,0.375,1,0.9375,0.5,1,1,0.25,0.7142857142857143,1,0.75,1,0.9375,0.5,0.5,0.5,0.5,0.4375,0.3125,0.42857142857142855,0.375,0.4375,0.4375,0.3125,1,0.375,0.375,0.5,0.625,0.3125,1,0.4375,0.4375,0.3125,0.5,0.4375,0.4375,0.3125,0.625,0.3125,0.35714285714285715,0.75,0.3125,0.3125,0.8125,0.8125,0.8125,0.875,0.9375,1,1,1,1,1,0.375,1,0.875,0.3125,0.9375,1,1,1,0.8571428571428571,0.875,0.875,0.4375,0.21428571428571427,0.25,0.25,0.35714285714285715,0.875,0.9375,1,0.75
Smith River,47,41.87876,-123.82774,320,11.6,2004,52,41,581,4.9,19.3,941,54,0.4,0.8,1,0.875,0.9,1,0.8,0.3,0.4,0.5,0,0,0,0.7,0.9,0,0,0,0,0,0,0,0,1,0.125,0.3,0.9,1,0.9,0.9,1,1,1,0.25,0.3,0.3,0.1,0,1,1,1,1,1,0.4,1,0.7,0.3,0.375,0.3,0.375,0.375,0.3,0.2,1,0.9,0.9,0.9,1,0.7,1,1,0.3,0.4,0.7,0.3,0.5,0.7,0.3,0.4,0.2,0.8,0.1,0.9,1,1,1,0,0.7,0.7,0.7,0.3,0,0.4,0.7,0.7,0,0.5,0.5,0.6,0.4,1,0.9,0.3,0.2,0.125,1,0,0.4,0,1,1,1,1,1,1,0.6,0.6,0.8,1,0,0,1,0.7,1,1,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.3,0.2,0.3,1,0.3,0.2,0.125,1,0.1,1,0.1,0.2,0.1,0.375,0.1,0.2,0.3,0.4,0.2,0.375,0.3,0.3,0.125,1,1,1,0.7,0.7,1,1,1,1,1,0.7,1,0.8,0.625,1,1,1,0.8,0.7,0.5,0.875,0.5,0.4,0.75,0.4,0.25,1,1,1,1
Carberry Creek,48,42.05383333,-123.1629,685,10.5,760,36,39.7,652,3.3,18.6,344,54,0.5,0.14285714285714285,1,0.35714285714285715,1,1,0.8571428571428571,0.2857142857142857,0.4166666666666667,0.4166666666666667,0.07142857142857142,0.21428571428571427,0.1,0.7142857142857143,0.8571428571428571,0,0,0,0,0,0,0.07142857142857142,0,1,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.7142857142857143,0.8571428571428571,0.7857142857142857,1,1,1,0.5714285714285714,0.7142857142857143,0.5833333333333334,0.2857142857142857,0,1,1,1,1,1,0.8571428571428571,1,0,1,1,1,1,1,1,0.7857142857142857,1,0.5,0.25,0.42857142857142855,1,0.8571428571428571,1,0.7857142857142857,0.42857142857142855,0.42857142857142855,1,0.6428571428571429,0.5,0.8333333333333334,0.3,0.7142857142857143,0.5,0.8571428571428571,0.14285714285714285,1,1,1,1,0.25,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.25,0,0.14285714285714285,1,0.35714285714285715,0.07142857142857142,0.5,0.4166666666666667,0.5,0.42857142857142855,1,0.5714285714285714,0.21428571428571427,0.375,0.07142857142857142,1,0.6,1,0.5,0.5,0.5,0.3333333333333333,0.5714285714285714,0.8571428571428571,1,0.9285714285714286,0.6666666666666666,0.8571428571428571,1,0.25,0.8333333333333334,1,0.5,1,0.7857142857142857,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.1,0.21428571428571427,0.25,0.14285714285714285,0.14285714285714285,0.2,0.21428571428571427,0.14285714285714285,0.6666666666666666,0.16666666666666666,0.21428571428571427,0.3,0.2857142857142857,0.14285714285714285,1,0.14285714285714285,0.2857142857142857,0.21428571428571427,0.3333333333333333,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.25,0.75,0.7857142857142857,0.5833333333333334,0.7142857142857143,1,1,1,1,1,1,0.5,1,1,0.7857142857142857,1,1,0.6428571428571429,0.7857142857142857,0.5,1,1,0,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.6428571428571429,1,0.42857142857142855,1
North Fork Silver Creek,49,42.53529,-123.73016,920,10,1656,75,37.9,444,4,17.2,734,63,0.25,0.85,1,0.1,1,1,0.4,0.5,0.5,0.6111111111111112,0.3,0.35,0.3,0.85,0.55,0,0,0,0,0,0,0,0,1,0,0,0.35,0.3,0.375,0.3,1,1,1,0.3,0.6,0.5,0.25,0,1,1,1,1,0.8,0.2777777777777778,1,0.45,0.6,0.5,0.55,0.55,0.55,0.55,0.85,1,0.75,0.8,0.85,0.95,0.75,0.95,0.4,0.25,0.25,0.9444444444444444,0.25,0.2222222222222222,0.7777777777777778,0.25,0.25,0.25,0.7777777777777778,0.2,0.85,1,1,1,0.4,0.6,0.6,0.625,0,0,0.5,0.85,0.15,0.65,0.1,0.1,0.35,0.05,1,0.75,0.6,0.3333333333333333,0.2,1,0.5833333333333334,0.6666666666666666,0.55,0.65,0.65,0.7,0.65,0.9,1,0.9,0.7,0.45,1,0.15,0.2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,0,1,0,0.05,0,0.1,0.05555555555555555,0,0.1,0.05,0,0.05,0.05555555555555555,0.05,0.1,0.95,0.95,0.95,0.5,0.95,1,0.95,0.95,0.95,0.95,0.5,1,1,0.1,1,1,0.9444444444444444,0.85,0.6666666666666666,0.45,0.5,0,0.5,0.45,0.5,0.45,1,0.9,0.95,1
Shasta Costa Creek,50,42.57281,-124.04742,289,12.5,2180,30,41,510,6.5,19.1,1035,61,0,0.6666666666666666,1,0.3333333333333333,1,1,0.75,0.6666666666666666,0.8333333333333334,0.8333333333333334,0,0,0,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0.8333333333333334,0,0,0,1,1,1,1,1,0,1,1,0,0.16666666666666666,0.16666666666666666,0.25,0.25,0.16666666666666666,0.8333333333333334,1,1,1,1,1,0.8333333333333334,1,1,0,0,1,0,0,1,0,0,0,0.3333333333333333,0.8333333333333334,0.16666666666666666,1,1,1,0,0.8333333333333334,0.5,0.75,0,0,0.3333333333333333,0.5,0.5,0.5,0,0,1,0,1,1,0.8333333333333334,0,1,1,0,0.3333333333333333,0,1,1,1,1,0.8333333333333334,1,1,0.16666666666666666,0.3333333333333333,1,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.3333333333333333,1,1,1,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,1,1,0.16666666666666666,1,1,0.8333333333333334,0.5,0.16666666666666666,0.5,1,0.3333333333333333,0,0,0,0,1,1,1,1
Cow Creek,51,42.92653,-123.48479,884,10.8,1046,32,39.3,515,4.7,17.9,461,55,1,1,1,1,1,1,0,0.5,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.5,0,1,1,1,0.5,0,0,0,0.5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1,1,0.5,0.5,1,0,1,1,0.5,0.5,1,0,0.5,0.5,1,0.5,0.5,1,0,1,1,1,1,0.5,0.5,0.5,1,0,0,0.5,0.5,0,0,0,0,1,0,1,0,0.5,0,0.5,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0.5,1,1,0,0,0,0,0,1,1,0.5,1
Honey Creek,52,43.30581667,-122.95505,273,10.9,1351,42,39.6,489,4.4,18.2,565,81,0,1,1,0.5,1,1,0.25,0.75,0.75,1,0.75,0.75,0.75,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.25,0.75,0.75,0,0,1,1,1,1,0.5,0.25,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.75,1,0.75,0.5,0,1,0.75,0.75,0.5,0,0.75,1,1,1,0.5,1,1,1,0,0,0.25,0.75,0,0,0,0,1,0,1,0,0.75,0.25,0,0.75,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.25,0.25,0,0.5,0.25,0.75,0.25,0.5,0.25,0.25,1,0.25,0.25,0.5,0.5,0.25,1,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0,0.25,0,0.5,0,1,1,1,0.25,1,1,1,1,1,1,0,1,1,0.25,1,1,1,0.5,0,0.5,1,0,0,0,0,0,1,1,1,1
North Fork Umpqua,53,43.3282,-123.0154,225,11.1,1245,35,40.1,523,4.6,18.2,526,73,0,1,1,0,0.5,1,0.3333333333333333,0.8333333333333334,0.8333333333333334,1,1,1,1,1,0.6666666666666666,0,0,0,0,0,0,0,0,1,0,0,0.5,0.3333333333333333,0.25,0.3333333333333333,1,1,1,0.16666666666666666,0.3333333333333333,0.6666666666666666,0,0.16666666666666666,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,0.8333333333333334,1,0.8333333333333334,1,0.8333333333333334,1,1,1,1,1,0.16666666666666666,0.8333333333333334,0.8333333333333334,1,0.8333333333333334,0.8333333333333334,0.16666666666666666,1,0.8333333333333334,1,0.16666666666666666,0.5,0.8333333333333334,1,1,1,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.25,0,0,0.3333333333333333,0.8333333333333334,0,0.16666666666666666,0,0,1,0,1,0,0.16666666666666666,0.3333333333333333,0,1,0,0.25,0,1,1,1,1,1,1,0.5,0,0,1,0,0,1,1,1,1,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,1,0.3333333333333333,0.3333333333333333,0.25,0.5,0.25,1,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.25,0.5,0.5,0.3333333333333333,1,1,1,1,1,1,1,1,1,1,0,1,1,0.16666666666666666,1,1,1,0.25,0.16666666666666666,0.5,0.25,0,0.16666666666666666,0.8333333333333334,0.5,0.5,1,1,1,1
Susan Creek,54,43.4137,-122.78043,495,10.4,1464,58,39.3,445,3.8,17.8,601,90,0,1,1,0,0,1,0.5,1,0.5,1,0,0.5,0.5,0,1,0.5,0,0,0,0,0,0,0,1,0.5,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,0,0.5,0,1,1,1,0.5,1,1,1,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,1,1,1,0.5,1,1,0,1,1,0,1,1,1,0,1,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,1,1,1,1,0,0,1,0.5,0.5,0,1,0,1,1,1,1,0.5,1,0.5,0,1,0.5,0.5,0,1,1,1,1,0,0,0,0.5,1,0,0.5,0.5,0,0.5,0.5,1,1,0,0,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,1,0.5,0.5,1,0.5,1,0.5,0.5,1,1,1,1,1,0.5,1,1,0.5,1,1,1,0.5,0,0,1,0,0,0,0,0,1,1,1,1
Coast Fork Willamette,55,43.66,-123.0799667,252,10.7,1292,36,38.9,437,4.6,17.4,538,81,0.55,0.65,1,0.2222222222222222,0.7,1,0.45,0.5,0.35,0.35,0.35,0.4,0.35,0.9444444444444444,0.875,0.1111111111111111,0.05,0.05,0.05,0,0.05555555555555555,0.1,0.1,0.75,0.3333333333333333,0.25,0.65,0.7,0.7,0.65,0.9375,1,1,0.5,0.9,0.7777777777777778,0.2,0.1111111111111111,1,1,0.95,0.9,1,0.5555555555555556,1,0.45,0.75,0.5555555555555556,0.75,0.6111111111111112,0.8333333333333334,0.8,0.6666666666666666,1,1,0.9,0.9,0.9,1,0.9375,0.5,0.8,0.85,0.5714285714285714,0.9,0.9,0.2777777777777778,0.9444444444444444,0.85,0.9,0.6,0.55,0.5555555555555556,0.95,1,0.9444444444444444,0.25,0.6,0.8125,0.7222222222222222,0.3888888888888889,0,0.7,0.6666666666666666,0.4,0.2222222222222222,0.2777777777777778,0.3,0.5,0.35,1,0.95,0.3888888888888889,0.2777777777777778,0.45,1,0.1111111111111111,0.8,0.05,0.95,1,0.95,1,0.2222222222222222,1,0.7,0.2222222222222222,0.6875,1,0.55,0.35,1,0.95,1,1,0.45,0.5,0.6111111111111112,0.35714285714285715,0.35,0.4444444444444444,0.3888888888888889,0.35,0.3333333333333333,0.3,0.35,0.9444444444444444,0.35714285714285715,0.35,0.3125,0.5625,0.35,1,0.4444444444444444,0.4,0.4,0.6,0.3888888888888889,0.3125,0.5,0.5,0.4,0.35,0.45,0.3888888888888889,0.45,1,0.9,0.9,0.5555555555555556,0.9,1,1,1,1,1,0.7,1,0.95,0.25,0.95,1,0.9444444444444444,0.4,0.5555555555555556,0.5,0.85,0,0.1875,0.15,0.15,0.16666666666666666,0.95,0.9,0.7,0.95
